Lineage_Name	parasiteGenus	order	family	species	continent
ABSUP01	Haemoproteus	Passeriformes	Sylviidae	Abroscopus_superciliaris	Asia
ABUCUJ01	Haemoproteus	Galliformes	Cracidae	Pipile_cujubi	South America
ACAED01	Haemoproteus	Passeriformes	Nectariniidae	Nectarinia_sperata	Asia
ACAED01	Haemoproteus	Passeriformes	Cisticolidae	Prinia_inornata	Asia
ACAED01	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_aedon	Asia
ACAED02	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_aedon	Asia
ACAED02	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_aedon	Asia
ACAED02	Haemoproteus	Passeriformes	Aegithalidae	Aegithalos_caudatus	Asia
ACAED02	Haemoproteus	Passeriformes	Fringillidae	Emberiza_elegans	Asia
ACAED02	Haemoproteus	Passeriformes	Fringillidae	Emberiza_pusilla	Asia
ACAED02	Haemoproteus	Passeriformes	Paridae	Parus_major	Asia
ACAED02	Haemoproteus	Passeriformes	Paridae	Parus_major	Asia
ACAED02	Haemoproteus	Passeriformes	Paridae	Parus_major	Asia
ACAED02	Haemoproteus	Passeriformes	Paridae	Parus_major	Asia
ACAED02	Haemoproteus	Passeriformes	Paridae	Parus_major	Asia
ACAED02	Haemoproteus	Passeriformes	Paridae	Parus_montanus	Asia
ACAED02	Haemoproteus	Passeriformes	Paridae	Parus_montanus	Asia
ACAED02	Haemoproteus	Passeriformes	Paridae	Parus_venustulus	Asia
ACAED02	Haemoproteus	Passeriformes	Paridae	Parus_venustulus	Asia
ACAED02	Haemoproteus	Passeriformes	Sylviidae	Phylloscopus_proregulus	Asia
ACAED02	Haemoproteus	Passeriformes	Sylviidae	Phylloscopus_proregulus	Asia
ACAED02	Haemoproteus	Passeriformes	Sylviidae	Phylloscopus_proregulus	Asia
ACAED02	Haemoproteus	Passeriformes	Sittidae	Sitta_europaea	Asia
ACAED02	Haemoproteus	Passeriformes	Sittidae	Sitta_europaea	Asia
ACAED02	Haemoproteus	Passeriformes	Sittidae	Sitta_europaea	Asia
ACAED02	Haemoproteus	Passeriformes	Turdidae	Tarsiger_cyanurus	Asia
ACAFLA01	Leucocytozoon	Passeriformes	Fringillidae	Carduelis_flammea	North America
ACAFLA02	Leucocytozoon	Passeriformes	Fringillidae	Carduelis_flammea	North America
ACAFLA02	Leucocytozoon	Passeriformes	Fringillidae	Carduelis_flammea	North America
ACAFLA02	Leucocytozoon	Passeriformes	Fringillidae	Loxia_leucoptera	North America
ACAFLA02	Leucocytozoon	Passeriformes	Paridae	Parus_hudsonicus	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Carduelis_flammea	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Carduelis_flammea	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Carduelis_flammea	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Carduelis_flammea	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Carduelis_flammea	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Carduelis_flammea	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Carduelis_flammea	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Carduelis_flammea	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Carduelis_flammea	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Carduelis_flammea	North America
ACAFLA03	Leucocytozoon	Passeriformes	Tyrannidae	Empidonax_alnorum	North America
ACAFLA03	Leucocytozoon	Passeriformes	Tyrannidae	Empidonax_flaviventris	North America
ACAFLA03	Leucocytozoon	Passeriformes	Tyrannidae	Empidonax_hammondii	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Junco_hyemalis	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Junco_hyemalis	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Junco_hyemalis	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Junco_hyemalis	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Junco_hyemalis	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Loxia_leucoptera	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Loxia_leucoptera	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Loxia_leucoptera	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Loxia_leucoptera	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Melospiza_lincolnii	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Passerculus_sandwichensis	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Passerculus_sandwichensis	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Passerculus_sandwichensis	North America
ACAFLA03	Leucocytozoon	Passeriformes	Parulidae	Dendroica_coronata	North America
ACAFLA03	Leucocytozoon	Passeriformes	Parulidae	Dendroica_striata	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Zonotrichia_leucophrys	North America
ACAFLA03	Leucocytozoon	Passeriformes	Fringillidae	Zonotrichia_leucophrys	North America
ACAFLA04	Leucocytozoon	Passeriformes	Fringillidae	Carduelis_flammea	North America
ACAFLA05	Leucocytozoon	Passeriformes	Fringillidae	Carduelis_flammea	North America
ACAGR1	Plasmodium	Passeriformes	Sylviidae	Acrocephalus_agricola	Asia
ACAGR1	Plasmodium	Passeriformes	Paridae	Parus_caeruleus	Europe
ACAGR1	Plasmodium	Passeriformes	Paridae	Parus_ater	Europe
ACAGR1	Plasmodium	Passeriformes	Fringillidae	Fringilla_coelebs	Europe
ACAGR2	Haemoproteus	Cuculiformes	Cuculidae	Eudynamys_scolopaceus	Asia
ACAGR2	Haemoproteus	Passeriformes	Cisticolidae	Prinia_inornata	Asia
ACAGR2	Haemoproteus	Passeriformes	Muscicapidae	Saxicoloides_fulicatus	Asia
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Asia
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Asia
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACAGR2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACATEN01	Haemoproteus	Passeriformes	Meliphagidae	Acanthorhynchus_tenuirostris	Oceania
ACCBAD01	Plasmodium	Falconiformes	Accipitridae	Accipiter_badius	Asia
ACCBRE01	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_brevipes	Asia
ACCBRE02	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_brevipes	Asia
ACCBRE03	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_brevipes	Asia
ACCFRA01	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_francesiae	Africa
ACCFRA02	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_francesiae	Africa
ACCFRA02	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_madagascariensis	Africa
ACCGEN01	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_gentilis	Europe
ACCGEN01	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_gentilis	Europe
ACCGEN01	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_gentilis	Europe
ACCGEN01	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_gentilis	Europe
ACCGEN01	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_gentilis	Europe
ACCGEN01	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_gentilis	Europe
ACCGEN01	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_gentilis	Europe
ACCGEN01	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_gentilis	Europe
ACCGEN01	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_gentilis	Europe
ACCGEN01	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_gentilis	Europe
ACCGEN02	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_gentilis	Europe
ACCGEN03	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_gentilis	Europe
ACCGUL01	Haemoproteus	Falconiformes	Accipitridae	Accipiter_gularis	Asia
ACCGUL02	Haemoproteus	Falconiformes	Accipitridae	Accipiter_gularis	Asia
ACCNIS01	Haemoproteus	Falconiformes	Accipitridae	Accipiter_nisus	Asia
ACCNIS02	Haemoproteus	Falconiformes	Accipitridae	Accipiter_nisus	Asia
ACCNIS03	Haemoproteus	Falconiformes	Accipitridae	Accipiter_nisus	Asia
ACCNIS04	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_nisus	Asia
ACCNIS05	Plasmodium	Falconiformes	Accipitridae	Accipiter_nisus	Asia
ACCOP01	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_cooperii	North America
ACCSOL01	Plasmodium	Falconiformes	Accipitridae	Accipiter_soloensis	Asia
ACCTAC01	Plasmodium	Falconiformes	Accipitridae	Accipiter_tachiro	Africa
ACCTAC01	Plasmodium	Passeriformes	Pycnonotidae	Bleda_eximius	Africa
ACCTAC01	Plasmodium	Passeriformes	Pycnonotidae	Bleda_syndactylus	Africa
ACCTAC01	Plasmodium	Piciformes	Picidae	Campethera_nivosa	Africa
ACCTAC01	Plasmodium	Passeriformes	Muscicapidae	Fraseria_cinerascens	Africa
ACCTAC01	Plasmodium	Coraciiformes	Meropidae	Merops_malimbicus	Africa
ACCTAC01	Plasmodium	Passeriformes	Turdidae	Stizorhina_fraseri	Africa
ACCTAC01	Plasmodium	Passeriformes	Turdidae	Neocossyphus_poensis	Africa
ACCTAC01	Plasmodium	Passeriformes	Corvidae	Oriolus_brachyrhynchus	Africa
ACCTAC01	Plasmodium	Passeriformes	Undefined bird family	Platysteira_castanea	Africa
ACCTAC01	Plasmodium	Passeriformes	Ploceidae	Ploceus_nigricollis	Africa
ACCTAC01	Plasmodium	Passeriformes	Turdidae	Zoothera_camaronensis	Africa
ACCTAC01	Plasmodium	Passeriformes	Muscicapidae	Ficedula_albicollis	Europe
ACCTAC01	Plasmodium	Passeriformes	Muscicapidae	Ficedula_albicollis	Europe
ACCTAC01	Plasmodium	Passeriformes	Muscicapidae	Ficedula_albicollis	Europe
ACCTAC01	Plasmodium	Passeriformes	Muscicapidae	Ficedula_albicollis	Europe
ACCTAC01	Plasmodium	Passeriformes	Turdidae	Alethe_fuelleborni	Africa
ACCTAC01	Plasmodium	Passeriformes	Turdidae	Alethe_fuelleborni	Africa
ACCTAC01	Plasmodium	Passeriformes	Turdidae	Alethe_fuelleborni	Africa
ACCTAC01	Plasmodium	Passeriformes	Muscicapidae	Ficedula_albicollis	Europe
ACCTAC01	Plasmodium	Passeriformes	Alaudidae	Mirafra_rufocinnamomea	Africa
ACCTAC01	Plasmodium	Passeriformes	Sturnidae	Neocichla_gutturalis	Africa
ACCTAC01	Plasmodium	Bucerotiformes	Bucerotidae	Tockus_alboterminatus	Africa
ACCTAC01	Plasmodium	Gruiformes	Rallidae	Crex_crex	Europe
ACCTAC01	Plasmodium	Gruiformes	Rallidae	Crex_crex	Europe
ACCTAC01	Plasmodium	Passeriformes	Ploceidae	Euplectes_hordeaceus	Africa
ACCTAC01	Plasmodium	Passeriformes	Muscicapidae	Ficedula_hypoleuca	Europe
ACCTAC01	Plasmodium	Passeriformes	Muscicapidae	Ficedula_albicollis	Europe
ACCTAC01	Plasmodium	Coraciiformes	Meropidae	Merops_apiaster	Europe
ACCTRI01	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_trivirgatus	Asia
ACCTRI01	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_trivirgatus	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Europe
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Phylloscopus_trochilus	Asia
ACDUM1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Hippolais_polyglotta	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Hippolais_polyglotta	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Hippolais_polyglotta	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_scirpaceus	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_scirpaceus	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_agricola	Europe
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM2	Haemoproteus	Passeriformes	Aegithalidae	Aegithalos_caudatus	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM3	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM4	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACDUM5	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_dumetorum	Asia
ACNEW01	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_newtoni	Africa
ACNEW01	Haemoproteus	Passeriformes	Sylviidae	Nesillas_typica	Africa
ACNEW02	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_newtoni	Africa
ACNI02	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_nisus	Asia
ACNI03	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_nisus	Asia
ACNI04	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_nisus	Asia
ACNI1	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_nisus	Europe
ACNI1	Leucocytozoon	Falconiformes	Accipitridae	Accipiter_nisus	Europe
ACSTE1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_arundinaceus	Asia
ACSTE1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_arundinaceus	Europe
ACSTE1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_stentoreus	Asia
ACSTE1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_arundinaceus	Europe
ACSTE1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_stentoreus	Asia
ACSTE1	Haemoproteus	Passeriformes	Sylviidae	Acrocephalus_stentoreus	Asia
ACTLIN01	Haemoproteus	Coraciiformes	Alcedinidae	Actenoides_lindsayi	Asia
ACTLIN02	Haemoproteus	Coraciiformes	Alcedinidae	Actenoides_lindsayi	Asia
ACTLIN03	Haemoproteus	Coraciiformes	Alcedinidae	Actenoides_lindsayi	Asia
ACTLIN04	Leucocytozoon	Coraciiformes	Alcedinidae	Actenoides_lindsayi	Asia
ACTLIN05	Leucocytozoon	Coraciiformes	Alcedinidae	Actenoides_lindsayi	Asia
ACTLIN06	Leucocytozoon	Coraciiformes	Alcedinidae	Actenoides_lindsayi	Asia
ACTLIN07	Leucocytozoon	Coraciiformes	Alcedinidae	Actenoides_lindsayi	Asia
ACTRI01	Haemoproteus	Passeriformes	Sturnidae	Acridotheres_tristis	Asia
ACTRI02	Plasmodium	Passeriformes	Sturnidae	Acridotheres_tristis	Asia
ADEMEL01	Haemoproteus	Trochiliformes	Trochilidae	Adelomyia_melanogenys	South America
ADEMEL02	Haemoproteus	Trochiliformes	Trochilidae	Adelomyia_melanogenys	South America
AEDVEX01	Plasmodium	Passeriformes	Fringillidae	Emberiza_melanocephala	Europe
AEFUN01	Plasmodium	Strigiformes	Strigidae	Aegolius_funereus	Europe
AEFUN02	Leucocytozoon	Strigiformes	Strigidae	Aegolius_funereus	Europe
AEFUN02	Leucocytozoon	Strigiformes	Strigidae	Aegolius_funereus	Europe
AEFUN02	Leucocytozoon	Strigiformes	Strigidae	Aegolius_funereus	Europe
AEFUN02	Leucocytozoon	Strigiformes	Strigidae	Aegolius_funereus	Europe
AEFUN02	Leucocytozoon	Strigiformes	Strigidae	Aegolius_funereus	Europe
AEFUN02	Leucocytozoon	Strigiformes	Strigidae	Aegolius_funereus	Europe
AEFUN02	Leucocytozoon	Strigiformes	Strigidae	Aegolius_funereus	Europe
AEFUN02	Leucocytozoon	Strigiformes	Strigidae	Aegolius_funereus	Europe
AEFUN02	Leucocytozoon	Strigiformes	Strigidae	Aegolius_funereus	Europe
AEFUN02	Leucocytozoon	Strigiformes	Strigidae	Aegolius_funereus	Europe
AEFUN02	Leucocytozoon	Strigiformes	Strigidae	Aegolius_funereus	Europe
AEFUN02	Leucocytozoon	Strigiformes	Strigidae	Aegolius_funereus	Europe
AEFUN02	Leucocytozoon	Strigiformes	Strigidae	Aegolius_funereus	Europe
AEFUN02	Leucocytozoon	Strigiformes	Strigidae	Aegolius_funereus	Europe
AEFUN02	Leucocytozoon	Strigiformes	Strigidae	Aegolius_funereus	Europe
